432,638	2,1
432,738	4,1  8,3
432,743	4,2
432,752	4,1
432,758	2,1  4,1  4,1
432,762	2,1  4,2
432,766	2,1
436,3	2,1
438,1	2,1  3,1
440,9	5,1
440,42	5,1
440,46	2,1
444,7	2,1  3,1  4,1  6,2
444,10	2,1
444,8	3,1
448,1393	7,1
450,11	5,1
450,24	3,1
450,21	5,1
450,22	2,1
452,3	2,1
456,43	2,1
456,9	3,1
456,46	2,1
456,44	3,1
460,6	2,1
462,3	3,1
464,31	2,1
464,49	2,1
465,1	3,1  5,1
468,30	6,2
468,40	2,1
468,10	2,1
468,38	2,1
468,41	2,1
468,29	4,1
468,35	3,1
474,1	2,1  3,1
476,6	2,1
480,258	4,1
480,299	2,1
480,1026	2,1  4,2
480,1064	2,1
480,1188	10,1
480,1191	4,2  8,5
480,1195	4,2  8,5  8,5  8,5
480,1199	2,1  4,2  4,2  4,2
480,1201	4,2
480,1206	2,1
484,8	2,1
486,31	9,1
486,35	3,1
486,36	9,1
486,37	3,1
486,103	9,2
486,146	3,1
486,167	3,1
486,185	3,1  9,2  9,2  9,2  9,2  9,2  9,2  9,2  9,2  9,2
486,52	3,1  9,2  9,2  9,2  9,2  9,2  9,2  9,2  9,2  9,2
486,236	9,2
486,238	9,2
486,34	3,1
486,25	3,1
486,56	3,1
486,142	3,1
486,141	3,1
486,144	3,1
486,155	3,1
486,157	3,1
486,137	3,1
486,154	3,1
486,158	3,1
486,159	3,1
486,242	3,1
486,17	3,1
486,57	3,1
486,260	2,1
486,41	9,1
486,189	3,1  9,2  9,2  9,2
486,179	9,2
486,129	9,2
486,127	9,2
486,178	9,2
486,176	9,2
486,177	9,2
486,53	3,1
486,54	3,1
486,148	3,1
486,46	3,1
486,187	3,1
486,245	3,1
486,43	3,1
486,173	3,1
486,151	3,1
486,170	3,1
486,38	9,1
486,105	9,2
486,55	3,1  9,2  9,2  9,2
486,27	3,1
486,29	3,1
486,58	3,1
486,59	3,1
486,163	3,1
486,162	3,1
486,244	3,1
486,175	3,1
486,39	9,1
486,40	9,1
486,131	9,2
486,44	3,1
486,49	3,1
486,186	3,1
486,45	3,1
486,188	3,1
486,48	3,1
486,47	3,1
488,12	2,1
492,6	2,1
500,46	2,1
500,18	5,1  10,2
500,17	5,1  10,2
500,21	2,1  5,1  10,1  10,2
500,23	2,1  10,1  10,1  10,1  10,1  10,1  10,1
500,24	2,1
500,49	2,1
500,45	2,1
500,47	2,1
500,3	2,1
500,22	2,1
500,48	2,1  4,1
500,19	2,1
500,20	2,1
500,31	5,1
500,30	5,1
504,55	2,1
504,87	3,1
504,158	2,1
504,160	6,2
504,165	4,1
504,171	2,1  4,1
504,177	2,1
504,180	3,1
504,182	2,1
504,188	2,1
506,1	2,1  11,1
507,4	3,1
513,13	3,1
516,7	3,1
520,36	2,1  4,2
520,41	2,1
520,42	2,1
520,43	2,1
520,44	2,1
528,162	2,1  4,2
540,6	2,1
540,37	6,2
540,38	6,2
540,39	2,1
540,71	3,1
540,72	3,1
540,92	2,1
540,97	2,1
540,98	2,1
544,70	2,1
544,204	4,1
544,212	2,1
544,242	8,1
544,243	4,1
544,244	2,1
546,3	3,1
546,5	2,1
546,6	2,1
546,8	3,1
546,9	2,1
546,10	2,1
546,11	2,1  3,1
546,12	2,1  3,1
548,3	2,1
550,7	2,1
550,9	5,1
552,32	2,1
558,7	2,1
558,9	3,1
560,105	2,1
560,175	2,1
570,3	3,1
572,6	2,1
578,4	2,1
580,7	2,1
580,8	2,1
580,9	2,1
580,10	2,1
582,1	2,1  3,1
584,12	2,1  4,1
584,13	2,1
588,7	3,1
588,33	2,1  3,1  4,1  6,2
588,34	2,1  3,1  4,1  6,2
588,37	4,2
588,38	4,2
588,39	7,1
588,42	3,1
588,45	3,1
588,46	3,1
588,48	2,1
592,31	2,1
592,49	2,1
594,14	3,1
594,15	3,1
596,3	2,1
600,35	2,1
600,38	2,1
600,64	5,1
600,69	3,1
600,148	2,1  3,1  4,1  6,2  8,1  12,2
600,149	2,1  3,1  4,1  6,2  8,1  12,2
600,150	2,1  3,1  4,1  6,2  8,4
600,151	6,2  12,4
600,152	2,1  6,2  10,1  10,1
600,153	6,2
600,156	4,1
600,162	2,1  4,2
600,173	2,1  4,1
600,175	5,1
600,178	2,1
600,179	10,2
600,180	3,1
600,183	2,1
600,189	2,1
600,190	2,1
600,191	2,1
602,1	2,1  7,1
605,4	5,1
610,1	2,1  5,1
612,6	2,1
612,21	2,1
612,23	2,1
612,24	2,1
618,1	2,1  3,1
620,7	5,1
620,10	2,1
624,11	3,1
624,120	6,2
624,139	3,1
624,163	2,1
624,238	4,2
624,239	6,2
624,241	4,1
624,245	2,1  4,2
624,246	3,1
624,250	2,1
628,3	2,1
630,19	3,1
636,6	2,1
654,1	2,1  3,1
656,32	2,1
656,50	4,1
656,51	2,1
657,3	3,1
660,19	5,1
660,24	2,1
666,7	2,1  3,1  6,2  9,1
666,9	2,1
666,11	3,1
676,3	2,1
676,10	2,1  4,1
676,11	2,1
676,12	2,1
680,37	2,1  4,1
680,38	2,1  4,1
680,39	4,1
680,40	2,1  4,2
680,45	2,1
680,46	2,1
680,47	2,1
680,48	2,1
684,28	9,1
684,31	3,1
684,35	3,1
684,37	2,1
686,5	7,1
686,6	7,1
686,14	2,1
692,3	2,1
696,35	2,1
696,38	2,1
700,6	2,1
700,21	2,1
700,23	2,1
700,25	2,1
702,12	2,1
702,18	3,1
702,19	3,1
702,20	3,1
702,22	3,1
702,38	3,1
702,39	3,1
702,47	2,1  13,1
702,49	2,1
702,53	3,1
710,1	2,1  5,1
712,12	2,1  4,1
712,13	2,1
714,3	3,1
722,4	2,1
724,3	2,1
726,5	11,1
726,6	2,1  3,1
728,35	2,1
732,7	2,1  3,1  4,1  6,2
732,8	3,1
732,10	2,1
740,7	2,1
740,8	2,1
740,9	2,1
740,10	2,1
744,9	3,1
744,43	2,1
744,44	3,1
744,46	2,1
748,6	2,1
750,5	5,1
750,19	5,1
750,20	5,1
750,27	5,1  25,2  25,2  25,2  25,2
750,30	3,1
756,81	3,1
756,82	3,1
756,83	3,1
756,85	3,1
756,127	3,1
756,128	3,1
756,151	6,2
756,162	3,1
756,166	2,1
760,34	2,1
762,1	2,1  3,1
770,3	5,1
772,3	2,1
774,7	2,1
774,9	3,1
776,12	2,1  4,1
776,13	2,1
780,16	3,1  6,2
780,17	3,1  6,2
780,18	6,2
780,19	6,2
780,23	3,1
780,32	2,1
780,33	2,1
780,34	2,1
780,35	2,1
784,110	2,1
784,114	2,1
784,160	2,1  4,1  8,1
784,162	2,1  4,1  4,1  4,1  8,4  8,1  8,4
784,164	4,1
784,166	2,1  4,1  4,1  4,1  4,1  4,1  4,1
784,168	2,1
788,3	2,1
792,38	2,1
792,109	4,1
792,115	2,1  4,1
792,120	2,1
792,125	2,1
798,3	3,1
798,5	2,1
798,6	2,1
798,8	3,1
798,9	2,1
798,10	2,1
798,11	2,1  3,1
798,12	2,1  3,1
804,7	3,1
808,12	2,1
810,29	3,1
810,33	3,1
810,35	3,1
810,37	3,1
810,39	3,1
810,50	3,1  9,2  9,2  9,2
810,51	3,1
810,52	3,1
810,53	3,1
810,88	3,1
810,90	3,1
810,91	3,1
810,101	9,2  27,5  27,5  27,5  27,5
810,102	2,1  5,1
812,7	2,1  4,1  7,1  14,2
812,8	7,1
812,11	2,1
816,117	2,1
816,186	8,1
816,188	4,2
816,192	4,1
816,195	2,1  4,2
816,198	2,1
820,7	2,1  4,1  5,1  10,2
820,8	5,1
820,12	2,1
820,13	2,1
820,14	2,1
820,15	2,1
828,18	2,1
834,1	2,1  3,1
840,35	3,1
840,142	6,2
840,155	2,1
840,158	3,1
840,168	2,1
848,31	2,1
848,49	2,1
858,3	3,1
860,6	2,1
872,12	2,1
876,7	2,1  3,1  4,1  6,2
876,8	3,1
876,10	2,1
880,10	5,1
880,116	5,1
880,145	2,1
880,210	5,1
880,216	2,1
882,7	2,1
882,9	3,1
882,17	7,1
882,34	21,1
882,36	9,2
882,39	7,1
882,43	2,1
882,44	2,1
882,45	2,1
882,46	2,1
882,50	3,1
882,55	3,1
882,56	3,1
884,7	2,1
884,8	2,1
884,9	2,1
884,10	2,1
888,10	3,1
888,45	6,2
888,48	2,1
888,49	3,1
888,51	2,1
888,53	2,1
903,1	3,1  7,1
904,12	2,1  4,1
904,13	2,1
906,1	2,1  3,1
912,10	3,1
912,122	3,1
912,209	2,1  4,2
912,210	3,1
915,1	3,1  5,1
916,3	2,1
918,14	3,1
918,15	3,1
920,34	2,1
924,16	3,1
928,69	2,1
928,203	2,1
928,233	2,1
930,1	2,1  3,1  5,1  6,2  10,2  15,1
930,5	5,1
930,8	3,1
932,3	2,1
936,58	2,1
936,63	2,1
936,94	3,1
936,169	6,2
936,172	6,2
936,176	2,1  4,1
936,177	4,1
936,182	2,1  4,2
936,188	2,1  4,1
936,193	2,1
936,196	3,1
936,198	2,1
936,205	2,1
936,207	2,1
936,208	2,1
940,6	2,1
942,1	2,1  3,1
948,7	3,1
952,33	4,1
952,37	2,1
964,3	2,1
966,3	3,1
968,35	2,1  4,1
968,37	2,1  4,1  4,1  4,1
968,38	2,1
976,31	2,1
976,49	2,1
978,1	2,1  3,1
980,6	2,1
980,21	2,1
980,22	2,1
980,23	2,1
981,3	3,1
984,34	4,1
984,37	2,1
984,40	2,1
988,6	2,1
990,3	5,1
990,17	5,1
994,1	2,1  7,1
999,13	3,1
1000,12	2,1
1000,55	5,1
1000,58	5,1
1000,86	2,1  4,1
1000,89	10,2  20,4
1000,90	2,1  4,2
1000,96	10,2
1000,97	10,2
1000,98	2,1
1000,99	2,1
1000,100	2,1  10,1  10,2
1000,101	2,1
1000,102	2,1  10,1  10,1  10,1  10,1  10,1  10,1
1000,103	2,1
1000,109	5,1
1000,110	5,1
1000,163	2,1  4,1
1000,164	2,1  4,1
1000,165	4,1
1000,168	2,1  4,2
1000,170	2,1  4,2
1000,172	2,1  4,2
1000,182	2,1  4,1
1000,188	2,1
1000,189	2,1
1000,190	2,1
1000,191	2,1
1000,192	2,1
1010,1	2,1  5,1
1012,7	11,1
1014,1	2,1  3,1
1014,7	13,1
1014,9	2,1  3,1  6,2
1014,10	2,1  3,1
1014,11	2,1
1014,12	2,1
1014,13	3,1
1020,18	2,1
1020,19	2,1
1020,20	2,1
1020,21	2,1
1026,14	2,1
1026,20	3,1
1026,21	3,1
1026,22	3,1
1026,24	3,1
1026,40	3,1
1026,41	3,1
1026,49	6,2
1026,51	9,1
1026,53	2,1
1026,57	3,1
1028,3	2,1
1029,11	3,1  7,1  7,1  7,1  7,1  7,1  7,1  7,1  7,1
1029,13	7,1
1029,14	7,1
1029,17	3,1
1032,9	3,1
1032,43	2,1
1032,44	3,1
1032,46	2,1
1036,6	2,1
1040,94	2,1
1040,130	2,1
1040,137	2,1
1040,144	2,1
1040,151	2,1
1040,217	2,1  4,2  4,2
1040,223	2,1
1040,224	2,1
1040,225	2,1
1040,226	2,1
1044,6	2,1
1044,21	2,1
1044,23	2,1
1044,24	2,1
1050,3	3,1
1050,14	5,1
1050,19	3,1
1050,21	2,1
1050,23	3,1
1050,24	2,1
1050,25	2,1  3,1
1053,51	3,1  9,2
1058,4	2,1
1060,7	2,1
1060,8	2,1
1060,9	2,1
1060,10	2,1
1068,6	2,1
1076,3	2,1
1083,4	3,1
1086,1	2,1  3,1
1092,27	6,2
1092,29	4,1
1092,30	4,1
1092,31	6,2
1092,32	2,1  4,1  6,2
1092,33	2,1  4,1  6,2
1092,36	4,2
1092,37	4,2
1092,40	3,1
1092,45	3,1
1092,48	3,1
1092,49	3,1
1092,53	2,1
1096,14	2,1
1096,15	2,1  4,1
1098,7	2,1
1098,9	3,1
1100,10	2,1
1100,27	10,2
1100,31	5,1
1100,36	2,1
1100,38	2,1
1100,40	2,1
1104,162	2,1  4,2
1108,3	2,1
1110,3	3,1
1116,30	3,1
1116,32	2,1
1124,3	2,1
1128,32	2,1
1134,17	2,1
1134,43	3,1
1134,44	3,1
1134,45	3,1
1134,50	3,1
1134,51	3,1
1134,52	3,1
1134,57	3,1
1134,103	3,1
1134,107	3,1
1134,109	3,1
1134,111	3,1
1134,113	3,1
1134,124	3,1  9,2  9,2  9,2
1134,125	3,1
1134,126	3,1
1134,127	3,1
1134,142	2,1
1134,147	2,1
1134,166	9,2
1134,167	9,2
1134,180	3,1
1134,181	3,1
1134,182	3,1
1134,183	3,1
1134,187	3,1
1134,224	3,1
1134,226	3,1
1134,227	3,1
1134,237	2,1
1134,243	3,1
1140,15	6,2
1140,19	3,1
1140,23	2,1
1143,3	3,1
1144,34	2,1
1148,6	2,1
1156,3	2,1
1156,10	2,1  4,1
1156,11	2,1
1156,12	2,1
1158,1	2,1  3,1
1160,36	2,1  4,2
1160,41	2,1
1160,42	2,1
1160,43	2,1
1160,44	2,1
1164,7	2,1  3,1  4,1  6,2
1164,8	3,1
1168,46	2,1
1168,51	2,1
1168,53	4,1
1170,19	3,1
1172,3	2,1
1176,9	3,1
1176,42	2,1
1176,45	2,1
1176,46	3,1
1176,48	2,1
1176,100	7,1
1176,115	3,1
1176,130	3,1
1176,135	3,1
1176,213	2,1  3,1  4,1  6,2  8,1  12,2
1176,214	14,1
1176,215	2,1  3,1  4,1  6,2  8,4  14,1  14,1
1176,217	8,3
1176,218	2,1  3,1  4,1  4,1  4,1  6,2  8,4  12,2  12,2  12,2
1176,220	2,1
1176,221	2,1
1176,223	2,1  6,2
1176,224	6,2
1176,230	4,1
1176,236	2,1  4,1
1176,239	7,1
1176,242	2,1
1176,243	14,2
1176,245	3,1
1176,246	3,1
1176,249	3,1
1176,253	2,1
1176,254	2,1
1176,255	2,1
1176,256	2,1
1176,261	2,1
1180,6	2,1
1184,215	2,1
1184,224	2,1
1184,235	2,1
1188,58	3,1
1188,59	3,1
1188,78	2,1
1192,14	2,1
1194,1	2,1  3,1
1196,6	2,1
1197,7	3,1
1197,8	3,1
1204,7	7,1
1206,7	2,1
1206,9	3,1
1210,1	2,1  5,1
1210,7	11,1
1210,9	2,1  5,1  10,2
1210,10	2,1  5,1
1210,11	2,1  5,1
1210,12	2,1
1210,13	2,1
1210,14	2,1
1210,15	2,1
1210,16	5,1
1212,6	2,1
1218,3	7,1
1218,7	3,1
1220,7	2,1  4,1  5,1  10,2
1220,8	5,1
1220,12	2,1
1220,13	2,1
1220,14	2,1
1220,15	2,1
1224,40	4,1
1224,43	2,1
1224,46	2,1
1224,121	4,1
1224,122	2,1  4,1
1224,124	2,1  4,1
1224,125	2,1  4,1
1224,126	2,1  4,1
1224,127	4,1
1224,132	2,1  4,2
1224,138	2,1  4,1
1224,143	2,1
1224,149	2,1
1224,151	2,1
1224,152	2,1
1230,3	5,1
1236,7	3,1
1240,9	5,1
1240,42	5,1
1240,46	2,1
1242,14	3,1
1242,15	3,1
1250,27	5,1
1250,29	5,1  25,2  25,2  25,2  25,2  25,2
1250,30	5,1  25,2  25,2  25,2  25,2  25,2
1250,44	5,1
1250,20	5,1
1250,26	5,1
1250,31	5,1
1250,33	5,1
1250,34	5,1
1250,36	5,1
1250,49	5,1
1250,50	5,1
1250,54	2,1
1252,3	2,1
1254,3	3,1
1256,14	2,1
1260,22	2,1
1260,66	6,2
1260,81	3,1
1260,87	2,1
1260,91	2,1
1260,93	2,1
1266,1	2,1  3,1
1268,3	2,1
1272,35	2,1
1272,38	2,1
1276,6	2,1
1290,3	3,1
1292,6	2,1
1300,6	2,1
1300,8	2,1
1300,9	2,1
1300,10	2,1
1300,29	2,1
1300,30	2,1
1300,31	2,1
1300,33	2,1
1300,34	2,1
1300,36	2,1
1300,37	2,1
1300,38	2,1
1300,39	2,1
1302,3	3,1
1302,5	2,1
1302,6	2,1
1302,8	3,1
1302,9	2,1
1302,10	2,1
1302,11	2,1  3,1
1302,12	2,1  3,1
1308,7	2,1  3,1  4,1  6,2
1308,8	3,1
1308,10	2,1
1310,1	2,1  5,1
1312,215	2,1
1312,224	2,1
1312,239	4,1
1314,7	2,1  3,1  6,2  9,1
1314,9	2,1
1314,11	3,1
1320,35	5,1
1320,140	10,2
1320,146	5,1
1320,157	2,1
1320,165	2,1
1326,3	3,1
1332,10	2,1
1332,31	2,1  3,1  4,1  6,2  9,1  12,2  18,2
1332,32	9,1
1332,33	4,1
1332,34	6,2
1332,37	3,1
1332,41	3,1
1332,44	2,1
1332,46	2,1
1332,47	2,1
1338,1	2,1  3,1
1340,6	2,1
1348,3	2,1
1350,14	3,1
1350,15	3,1
1350,23	5,1
1350,42	15,1
1350,43	15,1
1350,44	5,1
1350,45	5,1
1350,51	2,1
1350,56	3,1
1350,57	3,1
1350,59	3,1
1350,81	3,1
1350,82	3,1
1350,94	5,1
1350,95	2,1
1350,99	3,1
1352,12	2,1
1352,40	2,1  4,1
1352,41	2,1  4,2
1352,44	2,1  4,1  4,1  4,1
1352,46	2,1
1352,47	2,1
1352,48	2,1
1356,6	2,1
1360,134	2,1
1360,141	2,1
1360,148	2,1
1360,155	2,1
1360,221	4,1  8,1
1360,222	4,1  8,1
1360,223	8,1
1360,225	4,1  8,2
1360,228	4,1
1360,229	4,1
1360,230	4,1
1360,231	2,1  4,2  4,2
1360,237	2,1
1360,238	2,1
1360,239	2,1
1360,240	2,1
1360,98	2,1
1368,165	9,1
1368,166	6,2
1368,168	6,2
1368,175	4,1
1368,181	2,1  4,1
1368,186	2,1
1368,189	3,1
1368,191	2,1
1368,197	2,1
1368,55	2,1
1368,69	9,1
1368,96	3,1
1372,19	7,1
1372,20	7,1
1372,31	2,1
1374,1	2,1  3,1
1378,1	2,1  13,1
1380,13	2,1
1384,14	2,1
1386,19	3,1
1392,115	2,1
1392,183	4,2
1392,188	2,1  4,2
1392,191	2,1
1395,5	5,1
1396,3	2,1
1400,35	2,1
1400,115	4,1
1400,120	2,1  4,2
1400,132	2,1  4,1
1400,138	2,1
1400,140	2,1
1400,142	2,1
1404,10	2,1
1404,64	4,1
1404,65	6,2
1404,66	6,2
1404,67	6,2
1404,69	6,2
1404,95	3,1
1404,96	3,1
1404,97	3,1
1404,99	3,1
1404,105	6,2
1404,106	6,2
1404,107	2,1
1404,151	3,1
1404,152	3,1
1404,176	13,1
1404,178	4,1
1404,180	6,2
1404,182	3,1  6,2
1404,183	6,2
1404,194	3,1
1404,198	2,1
1404,203	2,1
1404,204	2,1
1412,3	2,1
1416,32	2,1
1420,7	5,1
1420,10	2,1
1422,7	2,1
1422,9	3,1
1424,46	2,1
1424,51	2,1
1424,53	4,1
1428,14	6,2
1428,18	3,1
1428,22	2,1
1430,3	5,1
1444,8	2,1
1446,1	2,1  3,1
1448,14	2,1
1452,20	2,1  3,1  4,1  6,2
1452,21	2,1  3,1  4,1  6,2
1452,23	11,1
1452,24	3,1
1452,26	2,1
1456,105	2,1
1456,174	2,1
1460,7	2,1
1460,8	2,1
1460,9	2,1
1460,10	2,1
1464,10	3,1
1464,45	6,2
1464,48	2,1
1464,49	3,1
1464,51	2,1
1464,53	2,1
1467,3	3,1
1470,3	3,1
1470,14	7,1
1470,24	3,1
1470,25	3,1
1470,28	3,1
1474,1	2,1  11,1
1476,6	2,1
1476,21	2,1
1476,23	2,1
1476,24	2,1
1480,36	2,1  4,2
1480,41	2,1
1480,42	2,1
1480,43	2,1
1480,44	2,1
1482,3	3,1
1482,5	2,1
1482,6	2,1
1482,8	3,1
1482,9	2,1
1482,10	2,1
1482,11	2,1  3,1
1482,12	2,1  3,1
1484,6	2,1
1488,10	3,1
1488,122	3,1
1488,209	2,1  4,2
1488,210	3,1
1492,3	2,1
1496,33	4,1
1496,36	2,1
1500,6	2,1
1500,36	6,2
1500,38	5,1
1500,53	10,2
1500,54	10,2
1500,55	2,1
1500,56	2,1
1500,57	2,1  10,1  10,2
1500,58	2,1
1500,59	2,1  10,1  10,1  10,1  10,1  10,1  10,1
1500,60	2,1
1500,91	5,1
1500,92	5,1
1500,113	10,2
1500,115	2,1  3,1  6,2  10,1  10,1  10,1  10,1  10,1  10,1  50,4  50,4  50,4  50,4
1500,116	2,1  6,2  10,1  10,1
1500,118	3,1  6,2
1500,119	3,1  6,2
1500,120	6,2
1500,121	6,2
1500,123	5,1
1500,130	5,1  25,2  25,2  25,2  25,2
1500,132	3,1
1500,147	2,1
1500,148	2,1
1500,149	2,1
1500,150	2,1
1500,151	2,1
1508,7	2,1
1508,8	2,1
1508,9	2,1
1508,10	2,1
1510,1	2,1  5,1
1518,3	11,1
1520,105	2,1
1520,173	2,1
1524,7	3,1
1539,52	3,1
1539,60	3,1
1540,16	5,1
1540,21	2,1
1544,14	2,1
1544,15	2,1  4,1
1548,30	3,1
1548,32	2,1
1550,7	2,1
1550,9	5,1
1552,46	2,1
1552,51	2,1
1552,53	4,1
1552,54	2,1  4,1  8,1
1554,3	3,1
1554,5	2,1
1554,6	2,1
1554,8	3,1
1554,9	2,1
1554,10	2,1
1554,11	2,1  3,1
1554,12	2,1  3,1
1556,3	2,1
1560,39	3,1
1560,150	6,2  12,5
1560,155	6,2
1560,156	6,2
1560,157	6,2
1560,158	6,2
1560,164	2,1  4,2
1560,182	2,1
1560,185	3,1
1560,200	2,1
1560,201	2,1
1560,202	2,1
1560,203	2,1
1564,6	2,1
1566,14	3,1
1566,15	3,1
1576,14	2,1
1580,6	2,1
1582,1	2,1  7,1
1588,3	2,1
1596,27	4,2
1596,28	4,2
1596,31	3,1
1596,36	3,1
